university_id,name,established_year,ranking,country,State,City
2912,Lake Jamesport University,1905,1040,India,Louisiana,Elizabethland
2913,North Frankside University,1966,1196,China,California,West Tammyfurt
2914,West Craig University,1965,442,India,Louisiana,Lisaburgh
2915,Lauratown University,1997,1445,Canada,Montana,South Daniel
2916,Erikfurt University,1987,1040,France,Nebraska,West Brianstad
2917,Susanstad University,1952,1039,India,South Carolina,New Christopherhaven
2918,Lake Charlesshire University,2014,717,China,Massachusetts,North Tamara
2919,West David University,1979,988,India,Missouri,South Kennethmouth
2920,East Debramouth University,1895,1306,India,Kentucky,Millerport
2921,Johnathantown University,1946,5,Australia,Idaho,New Daniel
2922,East David University,1946,304,Canada,Oregon,Amandaland
2923,Branchville University,2005,1127,India,Kansas,Kramerfurt
2924,Leemouth University,1857,995,Australia,New Hampshire,Port Elizabeth
2925,East Daniel University,1865,1995,Brazil,Utah,North Daniel
2926,Webbbury University,1904,1584,China,North Dakota,Smithberg
2927,Stephanietown University,2014,1785,France,Colorado,New Colleenchester
2928,East Thomas University,1904,851,USA,New Mexico,Alyssafurt
2929,Clarkville University,1852,1086,China,Wyoming,Briantown
2930,Gayfurt University,1893,409,China,California,South Jonathanport
2931,South Craig University,1922,648,Japan,Nevada,Cunninghamville
2932,North Lindsey University,2012,771,India,Connecticut,Matthewstad
2933,Kaufmanchester University,1879,1052,Japan,Colorado,South Laura
2934,Duncanchester University,1957,735,UK,Indiana,Port Julia
2935,Pamshire University,1963,1281,Canada,Rhode Island,Fergusonside
2936,Jonesfurt University,1944,1187,Brazil,Delaware,Lake Sharon
2937,Lake Beth University,1940,1681,China,West Virginia,East Kathleenburgh
2938,Lake Terrishire University,1872,1954,Germany,Tennessee,North Destiny
2939,Jonesburgh University,1998,682,USA,Arizona,North Peggy
2940,Anthonyberg University,1899,1136,Canada,Tennessee,East Nicoleville
2941,New Patrickfort University,1987,456,India,Maine,South Andre
2942,Bellside University,1897,1646,France,Tennessee,North Joannaside
2943,South Kevin University,1855,1650,Canada,Idaho,Jadeside
2944,Lake Heatherstad University,1956,1137,USA,South Carolina,Bryantbury
2945,North Kevin University,1960,1598,Germany,Hawaii,Kelleymouth
2946,Tiffanymouth University,1909,742,Canada,Vermont,East Lisamouth
2947,Bellville University,1922,539,Germany,Hawaii,Jeremiahmouth
2948,Phillipfort University,1995,1081,Australia,Georgia,Vaughanville
2949,North Nicole University,1941,1257,Australia,Rhode Island,North Christopher
2950,Gomezmouth University,1937,1896,UK,West Virginia,East Emily
2951,East Georgeborough University,1866,1410,Australia,New Hampshire,Michaelview
2952,Davidstad University,1979,628,UK,Nebraska,Reyesstad
2953,Sarahhaven University,1913,600,India,Massachusetts,New Anntown
2954,Sheilastad University,2022,503,Canada,Oregon,Brownbury
2955,Taraberg University,1968,1854,Japan,Arkansas,North Andrea
2956,North Bradley University,2006,236,Australia,Michigan,New Tanyashire
2957,Ryanland University,1900,372,Australia,Alabama,Kathychester
2958,South Ashleyburgh University,1955,223,USA,Minnesota,Benjaminborough
2959,Masonmouth University,2012,548,UK,Pennsylvania,Baileymouth
2960,Stewartberg University,1882,771,Canada,South Dakota,Cherylborough
2961,West Maria University,1893,251,France,Georgia,Howardborough
2962,Lake Thomasburgh University,1858,507,China,Utah,Hansenton
2963,Wrightbury University,1935,1664,Germany,Maine,East Erica
2964,East Stephanieberg University,1913,1579,France,Georgia,Nelsonborough
2965,West Lindseyville University,1938,1859,Brazil,Alaska,Lake Joshua
2966,New Clayton University,1880,967,Australia,Colorado,Sotobury
2967,Wolfland University,1967,491,UK,Alaska,Timothymouth
2968,Codyville University,1962,185,Brazil,Arizona,Port Melissastad
2969,Lisaburgh University,1855,320,Japan,Ohio,Kennethton
2970,East Kelly University,1911,1246,Japan,New York,South Luke
2971,Arnoldchester University,1945,1147,China,Maine,Candiceberg
2972,Jamesland University,1969,726,France,Minnesota,Richardfurt
2973,North Alexa University,1857,489,Canada,Wisconsin,North Katieport
2974,East Kimberlyfort University,1980,543,Canada,Colorado,Paulstad
2975,West Kimberly University,2003,153,Australia,Texas,West Adam
2976,West Justin University,1867,683,Australia,West Virginia,North Rachaelbury
2977,North Cassidyport University,1890,537,Brazil,New Hampshire,East Tim
2978,Smithton University,1877,951,UK,Vermont,New Jessicaton
2979,Lake Gabrielleside University,1901,1760,Germany,Pennsylvania,New Catherine
2980,Angelaland University,1941,656,UK,Wisconsin,Ramirezview
2981,Lutzberg University,1993,258,Brazil,Utah,West Larryburgh
2982,Masonshire University,1969,372,Australia,South Carolina,Campbellport
2983,Christophermouth University,1920,369,Brazil,Wyoming,Ramirezton
2984,West Christophermouth University,1924,1431,Canada,New Hampshire,West Lisastad
2985,Julianfurt University,1929,1854,UK,South Carolina,Richardstad
2986,East Eddie University,1892,1823,Japan,Louisiana,Robinsonberg
2987,New Robertborough University,1994,625,China,Wisconsin,Smithmouth
2988,East Brendaborough University,2019,1256,USA,South Dakota,South Nicole
2989,Lake Nathantown University,1864,882,Canada,Maryland,Lake Jonathanville
2990,Sonyabury University,1855,661,UK,Texas,Millermouth
2991,New Williamfurt University,1993,1013,UK,Indiana,Matthewmouth
2992,Port Elizabeth University,2004,1317,Australia,New Jersey,Wayneville
2993,Abigailburgh University,1986,1311,Brazil,Nevada,East Lisaburgh
2994,New Nicholasborough University,2005,924,UK,Alaska,Sabrinaland
2995,North Angelahaven University,1935,1288,Germany,Washington,Randystad
2996,Susanfurt University,1920,1776,USA,Maine,East Martin
2997,Lake Thomas University,1921,1962,UK,South Dakota,Benjaminberg
2998,Williamstown University,2006,529,Canada,New Jersey,Port Matthewchester
2999,Lake Jenniferborough University,2025,230,USA,Washington,Tanyastad
3000,Thompsonhaven University,1876,7,USA,Arizona,Lake Stephenstad
3001,North Tasha University,1962,174,Canada,Texas,Lake Joanna
3002,South Colleenhaven University,1982,1367,UK,South Carolina,New Davidburgh
3003,Kevinhaven University,1869,1689,USA,Utah,North Sarah
3004,Reynoldschester University,1997,907,China,Tennessee,Barbaraberg
3005,Port Maria University,1931,805,Japan,Georgia,Markport
3006,East Larry University,1868,1641,Japan,Indiana,Ashleyburgh
3007,Reedtown University,1893,1410,Japan,Oregon,North Garychester
3008,Ryantown University,1872,1002,China,South Dakota,Reedhaven
3009,New James University,1985,1394,Australia,Oklahoma,Johnsonside
3010,Carolynfurt University,1926,417,Germany,Louisiana,Fernandeztown
3011,Ravenmouth University,1920,1979,Australia,Florida,Hatfieldview
3012,Port Elizabethview University,1923,1860,USA,Mississippi,Paulfurt
3013,Colemanview University,1947,800,France,Nebraska,West Calvin
3014,Lake Walter University,1930,797,France,Rhode Island,Carolchester
3015,North Greg University,1952,1274,China,Montana,East David
3016,West Robertshire University,1965,519,France,New Hampshire,New Kennethtown
3017,New Lindamouth University,1916,102,India,Oklahoma,New Timothy
3018,Port Thomas University,1908,1776,China,Iowa,Port Gregory
3019,Port Sierraview University,1900,809,China,West Virginia,New Amanda
3020,North Meghanberg University,1894,1686,France,South Dakota,Michaelshire
3021,South Jameschester University,1940,1755,Brazil,Oregon,Dillonshire
3022,Sarahton University,1866,1907,UK,Nebraska,Hicksberg
3023,East Micheal University,1890,944,France,Ohio,Lake Anita
3024,Josephport University,1911,1803,Brazil,Mississippi,North Linda
3025,New Philipmouth University,1965,1298,Australia,Michigan,Reedborough
3026,Smithtown University,1982,887,Germany,Utah,Sheliamouth
3027,Cynthiahaven University,1940,593,USA,Rhode Island,Port Joeview
3028,East Amyville University,1989,869,Germany,Connecticut,Port Krystal
3029,West Sara University,2017,1310,Japan,Colorado,North Andrea
3030,Philliphaven University,1998,1129,Brazil,South Dakota,Maryfurt
3031,North Sarahport University,1932,56,France,Rhode Island,Port Gabrielabury
3032,East Alexanderfurt University,1939,983,Canada,North Dakota,West Jennifer
3033,North Victoria University,1902,362,USA,Nebraska,Jamesport
3034,Francismouth University,2021,5,Germany,Vermont,Larsenborough
3035,North Denise University,1894,1916,France,South Carolina,Shafferland
3036,New Ryanfurt University,1957,1768,UK,Utah,Cookmouth
3037,West William University,1978,805,Japan,Ohio,Port Denise
3038,Kramerbury University,1996,766,UK,Pennsylvania,Phillipstad
3039,Edwardton University,1900,1898,UK,Oklahoma,Laurafurt
3040,North Curtisburgh University,1908,1910,Germany,New Hampshire,Martinmouth
3041,East Frank University,1986,1099,Australia,Florida,Rossview
3042,East Dana University,1954,1027,Japan,New York,Wrightport
3043,West Autumnmouth University,2006,594,Germany,Nevada,East Michael
3044,Smithside University,1989,357,India,Rhode Island,East Johnathanland
3045,Duncanshire University,1867,166,UK,Arkansas,North Diana
3046,Reyesview University,2015,1900,China,Delaware,Jenniferberg
3047,Drewmouth University,1877,1192,Canada,Missouri,Nancyhaven
3048,Christianton University,1880,226,India,Arkansas,Vanessafurt
3049,Whitakerfurt University,1899,1651,India,Nebraska,Lake Maryview
3050,Andrewsborough University,1952,707,Canada,Oklahoma,South Michael
3051,Myersside University,1892,121,USA,North Carolina,New Wendy
3052,Kennedyshire University,2017,161,China,Colorado,Susanberg
3053,North Bryanport University,1932,44,Brazil,North Dakota,Johnsontown
3054,New Marcusmouth University,1865,46,USA,Georgia,West Teresa
3055,Lake Yvonnetown University,1917,815,UK,Maryland,Andersonfort
3056,Grayberg University,1875,1246,Canada,Wisconsin,East Oscarshire
3057,Nealberg University,1922,1414,China,Texas,Smithport
3058,Schmittview University,2009,316,France,Kansas,Bassstad
3059,Thomasland University,1972,64,France,Colorado,Orrstad
3060,Port Kerribury University,1952,1110,Australia,Texas,Andersonton
3061,Cisnerosport University,1957,1263,USA,Vermont,Dominguezmouth
3062,Wayneburgh University,1939,1769,India,Alaska,Josephfurt
3063,Johnbury University,1999,715,Brazil,Rhode Island,South Jeffery
3064,South Johnathanberg University,1942,648,China,California,East Marcfort
3065,Gillberg University,1853,1246,UK,Wyoming,East Vanessa
3066,East Tonyafort University,1911,345,USA,Arizona,Port Barry
3067,West Josephstad University,1999,1408,India,Utah,South Olivia
3068,North George University,1945,759,Australia,Idaho,Kellerport
3069,Pittston University,1918,1806,Germany,Florida,East Brandi
3070,Lisahaven University,1853,1510,India,South Dakota,Emilyside
3071,Bradyside University,1880,891,Brazil,Alaska,Lauraland
3072,Lake Matthewton University,1994,242,Japan,Utah,West Antonio
3073,South Amy University,1930,1249,Germany,Maryland,New Paige
3074,Jonesburgh University,1867,1368,Japan,Hawaii,Waltersport
3075,West John University,1995,1587,India,Wyoming,Mirandaburgh
3076,Lake Dustinchester University,1850,1544,USA,Mississippi,Williamport
3077,Port Brian University,1927,838,UK,Iowa,Collierview
3078,Lake Joshuashire University,1967,1934,USA,Arkansas,Lake Jacobton
3079,Dennisstad University,2000,1551,India,Connecticut,New Edward
3080,Lake Kelseyshire University,1944,1249,France,Iowa,East Jeffreystad
3081,Lisafort University,1917,911,China,Vermont,Port Angelatown
3082,Toddview University,1923,455,UK,Montana,South Keithville
3083,Nicholasmouth University,1955,811,Brazil,Arkansas,Raymondfort
3084,South Davidtown University,1853,295,Australia,Maine,Port Joshua
3085,Andrewberg University,1897,719,UK,Ohio,Tarashire
3086,Stevensmouth University,1999,315,China,Missouri,Johnsonport
3087,Lindaton University,1889,1589,UK,New Mexico,Jenniferberg
3088,North Tamarabury University,1931,363,France,Ohio,Lake Harold
3089,Normanfort University,1876,1536,Canada,Arizona,North George
3090,Hillmouth University,1850,1168,Brazil,Idaho,Jamesbury
3091,Port Nancyhaven University,1935,1513,France,Mississippi,Kimberlymouth
3092,Port Stanleyville University,1898,917,China,Maryland,New Josephberg
3093,South Maria University,1985,1946,Canada,Wyoming,Lindaburgh
3094,West Davidland University,1968,1691,Brazil,Arkansas,Smithbury
3095,West Christina University,1984,133,Japan,Delaware,Lake Matthewville
3096,Hopkinshaven University,1999,752,France,Mississippi,Lindsayport
3097,Michaelland University,1858,1417,Canada,New York,Lake Melissa
3098,West Jennifer University,2024,491,Japan,Georgia,Caseyhaven
3099,Duncanbury University,1948,1361,Australia,Texas,Donnaton
3100,Bakerport University,1911,1636,France,Connecticut,Port Jamesside
3101,West Brittany University,1873,1508,UK,Texas,Lauratown
3102,East Justinstad University,2021,229,France,Arkansas,Keyburgh
3103,Kevinstad University,2021,519,Germany,Missouri,Port Joseph
3104,New Brandon University,2005,1160,China,Indiana,North Alyssatown
3105,New Michellefort University,1875,1473,Australia,Oklahoma,Tracyton
3106,Lake Joelview University,1862,241,France,Idaho,Carrmouth
3107,West Manuelside University,1990,884,Australia,Nebraska,East Andrea
3108,Millerville University,2006,193,Japan,Pennsylvania,Devinland
3109,Sandrabury University,1867,413,Canada,Tennessee,Port Autumnshire
3110,Riveraport University,1865,638,Brazil,Georgia,Port Seanberg
3111,Port Joseph University,1925,384,Germany,Delaware,Timothyview
3112,New Debra University,1965,630,Canada,Virginia,South Natalieville
3113,Williamsville University,1877,606,USA,Utah,Washingtonhaven
3114,Katiehaven University,1854,1599,Japan,New Jersey,Hawkinstown
3115,West Sarahmouth University,1938,941,China,Florida,West Jamesstad
3116,South Caitlin University,1876,646,France,Rhode Island,West Josephfort
3117,Michaelland University,1883,143,Germany,Louisiana,Bobborough
3118,Latoyaland University,1912,1588,Brazil,Georgia,Kennethburgh
3119,Richardville University,1924,486,UK,Alabama,Brownberg
3120,Lake Ryan University,1853,1799,Brazil,Michigan,Cherrystad
3121,Singhland University,2017,173,Brazil,Kentucky,Amyton
3122,West Cameronfort University,2000,1211,India,New Mexico,North Jenniferberg
3123,Brooksstad University,1999,938,China,North Dakota,Allenbury
3124,Nancyfort University,1929,1384,Canada,Oregon,South Timothy
3125,Lake Damon University,1913,556,UK,Wisconsin,Dianashire
3126,West Valerieland University,1992,127,Brazil,Ohio,Billyville
3127,Perezborough University,1869,968,UK,Michigan,New Rogerberg
3128,Jessicabury University,1851,937,Australia,Illinois,North Julieton
3129,Fordborough University,1956,1984,USA,Colorado,New Andrealand
3130,East Davidburgh University,1882,424,India,Iowa,Port Jacobmouth
3131,Amytown University,1932,1955,France,New Hampshire,Lake Dennismouth
3132,Bradleytown University,1853,1077,Canada,North Dakota,Port Kendra
3133,Franklinmouth University,2022,663,Japan,Virginia,West Matthewland
3134,Robinsonside University,1898,1477,UK,Washington,Coleport
3135,Smithstad University,1921,184,Japan,Washington,East Brandymouth
3136,Stephanieside University,1924,633,Germany,West Virginia,Doughertychester
